id,group,abbr,criterion,act_rule,element_n,tag,selector,accessible_name,name_source,css_width,css_height,outcome,justification,evaluator_code,date
14,mundo,UCL,1.1.1,qt1vmo,26,img,div.base-card__image > div.media > picture > img,UCL open days info stands,alt,330,221,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,28,img,div.base-card__image > div.media > picture > img,One-to-one meeting student and adviser,alt,330,221,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,30,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,UK pupils’ performance bucks international decline,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,32,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,‘Super elastic’ springs used in world-first baby surgery,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,34,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,Breast cancer survivors could avoid lifelong heart medication,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,37,img,div.spotlight__image > div.media > picture > img,UCL Portico Feb 26,alt,596,397,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,38,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,First patient in live AI-assisted sight-saving brain surgery,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,40,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,Novel treatment for motor neurone disease to be trialled in humans,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,42,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,Solar windows could harvest energy from sun and indoor light,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,45,img,div.spotlight__image > div.media > picture > img,UCL portico Bazaar and Fete 1909,alt,596,397,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,46,img,div.whats-on-item > div.whats-on-item__image-container > div.whats-on-item__image > img.funnelback-image,"Broken, Burnt, Buried: Ritual Lives of Objects in Ancient Egypt",alt,153,101,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,47,img,div.whats-on-item > div.whats-on-item__image-container > div.whats-on-item__image > img.funnelback-image,"Broken, Burnt, Buried: Ritual Lives of Objects in Ancient Egypt",alt,153,101,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,48,img,div.whats-on-item > div.whats-on-item__image-container > div.whats-on-item__image > img.funnelback-image,The Land Carries,alt,153,101,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,49,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,UCL academics elected as Fellows of the Academy of Social Sciences,alt,330,220,falla,El nombre es un titular sobre academicos elegidos miembros de una academia; la imagen muestra una escultura del bicentenario. No hay correspondencia.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,51,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,UCL academics awarded prestigious EU grants,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,53,img,div.base-card > div.base-card__container > div.base-card__image > img.funnelback-image,UCL academics awarded Royal Society prizes,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,56,img,div.base-card__image > div.media > picture > img,Faces of UCL visual,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,58,img,div.base-card__image > div.media > picture > img,The Bridge podcast - visual (black),alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,60,img,div.base-card__image > div.media > picture > img,UCL Grand Challenges Disruptive Voices Podcast graphic,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,62,img,div.base-card__image > div.media > picture > img,Bee on a flower,alt,330,220,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,72,img,div.pre-footer-card__image > div.media > picture > img,UCL top of Wilkins building with autumn leaves,alt,330,221,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,73,img,div.pre-footer-card__image > div.media > picture > img,QS World University Rankings Sustainability 2026 logo,alt,330,221,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,74,img,div.pre-footer-card__image > div.media > picture > img,UCL 2025 year in review collage,alt,330,221,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
14,mundo,UCL,1.1.1,qt1vmo,75,img,div.footer__menu-container > div.footer__information > div.footer__logo > img,UCL Logo,alt,135,35,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,10,img,div.marquee-mask > div.marquee > span.marquee-item > img.marquee-img,Matthew LeRoux talks with Bill Morse of Bottomland Farm at the East Hill Plaza Farmers’ Market.,alt,756,425,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,11,img,div.slide-mask > div.slideshow > a.grid-box > img.image-replace,Gautam Hans and Laura Riley.,alt,395,222,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,12,img,div.slide-mask > div.slideshow > a.grid-box > img.image-replace,Visitors learning about birds at Migration Celebration.,alt,395,222,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,23,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"Cornell's Song of the Vowels statue, as seen through leafty trees with students walking along a path on the Cornell Arts Quad behind it.",alt,345,345,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,24,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"A crowded lecture hall at Cornell University, with students paying close attention.",alt,170,170,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,25,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,Cornellians attend class outside and are sitting in a circle. One individual in the middle is talking. A laptop can be seen in the foreground.,alt,170,170,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,26,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"Cornellians walk along a path near Cornell's Ho Plaza, with Cornell's McGraw Tower seen in the distance.",alt,345,170,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,31,img,#campaignCoverImg,Ezra Cornell statue imposed over a red background in front of a large floating letter C (for Cornell). Text in the background says 'to do the greatest good' and is in Ezra Cornell's actual handwriting.,alt,756,324,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
15,mundo,Cornell,1.1.1,qt1vmo,32,img,li.ftr-item > div.ftr-item-campaign > a > img,To do he greatest good: The Campaign for Cornell University,alt,291,106,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,1,img,div.row > div.col-6 > a.navbar-brand > img,NUS,alt,66,30,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,6,img,div.owl-item > div > a > img.img-responsive,University Awards: Recognising excellence,alt,756,709,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,7,img,div.item > div > a.hover > img.img-responsive,What the Straits of Malacca and Singapore can teach the world about international cooperation,alt,696,392,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,8,img,div.item > div > a.hover > img.img-responsive,Fostering an AI-fluent generation: NUS equips students to use AI well,alt,696,392,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,9,img,div.item > div > a.hover > img.img-responsive,Three NUS trailblazers honoured with nation’s top research accolades,alt,696,392,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,10,img,div.item > div > a.hover > img.img-responsive,STMicroelectronics and NUS launch Corporate Lab to power the future of Edge AI in Singapore,alt,696,392,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,15,img,div.container > div.row > div > img.img-responsive,NUS President,alt,696,263,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,17,img,div.owl-item > div > a.hover > img,Volunteering with TriGen,alt,244,244,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,18,img,div.owl-item > div > a.hover > img,NUS Law Bicentennial Lecture,alt,244,244,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,19,img,div.owl-item > div > a.hover > img,Sounds of NUS,alt,244,244,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,20,img,div.owl-item > div > a.hover > img,Soft robots,alt,244,244,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,21,img,div.owl-item > div > a.hover > img,Experiential learning journeys to the Singapore Courts,alt,244,244,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,22,img,div.row > div.col-md-6 > a.hover > img.img-responsive,The problem with separate MMR vaccines,alt,359,202,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
22,mundo,NUS,1.1.1,qt1vmo,23,img,div.row > div.col-md-6 > a.hover > img.img-responsive,"When it comes to land use, Singapore keeps some options open",alt,359,202,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,2,img,div.news-callout > div.wrap > div.image > img,The Garage,alt,315,204,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,3,img,div.swiper-wrapper > div.swiper-slide > a > img,Lab work,alt,352,229,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,4,img,div.swiper-wrapper > div.swiper-slide > a > img,The Q,alt,352,229,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,5,img,div.swiper-wrapper > div.swiper-slide > a > img,Laptop,alt,352,229,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,6,img,div.swiper-wrapper > div.swiper-slide > a > img,Child,alt,352,229,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,7,img,div.swiper-wrapper > div.swiper-slide > a > img,Campus Reading Program,alt,352,229,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,8,img,div.swiper-wrapper > div.swiper-slide > a > img,Thriving Planet,alt,352,229,falla,"El nombre rotula la seccion o da un sustantivo suelto, pero no transmite lo que la fotografia muestra.",R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,13,img,div.swiper-wrapper > div.swiper-slide > a > img,purple gloved hands pouring a solution into a glass bottle,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,14,img,div.swiper-wrapper > div.swiper-slide > a > img,two students studying looking at a laptop screen,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,15,img,div.swiper-wrapper > div.swiper-slide > a > img,four students in a classroom working together,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,16,img,div.swiper-wrapper > div.swiper-slide > a > img,solar farm with solar panels,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,17,img,div.swiper-wrapper > div.swiper-slide > a > img,"orchestra performing with conductor, string instruments",alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,18,img,div.swiper-wrapper > div.swiper-slide > a > img,professor teaching a class,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,19,img,div.swiper-wrapper > div.swiper-slide > a > img,two women talking,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,20,img,div.swiper-wrapper > div.swiper-slide > a > img,students sitting outside on lawn chairs,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,21,img,div.swiper-wrapper > div.swiper-slide > a > img,students talking in a party,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,22,img,div.swiper-wrapper > div.swiper-slide > a > img,four individuals from various NU departments talking on stage,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,23,img,div.swiper-wrapper > div.swiper-slide > a > img,student athletes running on a soccer field,alt,228,166,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,24,img,div.swiper-slide > div.wrap > div.image > img,Northwestern soccer players Nigel Prince and Reesebl Mayer in black jerseys,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,25,img,div.swiper-slide > div.wrap > div.image > img,a group of students  in front of Norris University Center smiling and cheering,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,26,img,div.swiper-slide > div.wrap > div.image > img,people preparing colorful sailboats on a sandy beach.,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,27,img,div.swiper-slide > div.wrap > div.image > img,"Greta Lee with dark hair and colorful makeup leans on her hands, framed by a vintage puppet theater.",alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,28,img,div.swiper-slide > div.wrap > div.image > img,students dancing in 2024 Dance Marathon,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,29,img,div.swiper-slide > div.wrap > div.image > img,lecture in the Block Museum of Art,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,30,img,div.swiper-slide > div.wrap > div.image > img,Andrew Papachristos standing with arms crossed in front of a map,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,31,img,div.swiper-slide > div.wrap > div.image > img,two students smiling,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,32,img,div.swiper-slide > div.wrap > div.image > img,two people in a room with a green screen. One wears a VR headset; the other holds a cable.,alt,552,368,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,33,img,section > div.social-media-cards > a.card > img,students being photographed holding up a first day of class sign,alt,232,277,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,34,img,section > div.social-media-cards > a.card > img,students forming the Northwestern N and 2028 on a playing field,alt,232,277,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
29,mundo,Northwestern,1.1.1,qt1vmo,35,img,section > div.social-media-cards > a.card > img,lab worker handling a human brain,alt,232,277,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,2,img,#logo,The University of Manchester home,alt,169,71,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,17,img,section.uom-l-stack > div.uom-c-feature > picture.uom-c-picture > img.uom-c-feature__media,People smiling at a University event.,alt,756,540,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,19,img,div.uom-l-stack > div.uom-l-reel-grid > a.uom-c-news-card > img.uom-c-news-card__image,A student stood in John Rylands.,alt,280,391,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,20,img,div.uom-l-stack > div.uom-l-reel-grid > a.uom-c-news-card > img.uom-c-news-card__image,A graphic reading '1st in the world'.,alt,280,391,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,21,img,div.uom-l-stack > div.uom-l-reel-grid > a.uom-c-news-card > img.uom-c-news-card__image,People sat around a canal going through Manchester city centre.,alt,280,391,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,23,img,main.uom-wrapper > div.uom-l-stack > section.uom-co-campaign-banner > img,Manchester graduate Ben,alt,341,473,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,24,img,div.uom-l-stack > div.uom-l-stack > p.uom-c-eyebrow > img,Challenge accepted,alt,260,48,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,26,img,body.uom-home > main.uom-wrapper > picture > img,Whitworth Building and Manchester Museum,alt,756,332,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,36,img,ul > li > a.socialMediaLinks > img,LinkedIn page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,37,img,ul > li > a.socialMediaLinks > img,Instagram page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,38,img,ul > li > a.socialMediaLinks > img,YouTube page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,39,img,ul > li > a.socialMediaLinks > img,TikTok page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,40,img,ul > li > a.socialMediaLinks > img,Facebook page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
40,mundo,Manchester,1.1.1,qt1vmo,41,img,ul > li > a.socialMediaLinks > img,Bluesky page for The University of Manchester,alt,44,44,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,1,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,160,30,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,2,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,160,30,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,3,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,160,30,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,4,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,160,30,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,12,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST 35A KV,alt,756,425,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,13,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,"Prof. Bert SHI, Antonino COSTA and Jeff KWAN",alt,756,425,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
58,mundo,HKUST,1.1.1,qt1vmo,14,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST ranks #33 worldwide in QS World University Rankings 2027,alt,756,425,cumple,Verificado contra la imagen: el nombre sirve un proposito equivalente al contenido no textual.,R03,2026-09-08
